"caller","callee","timestamp","duration"
"089-1000094","089-1000120","2016-2-4 22:36",181.0
"089-1000094","089-1000207","2016-02-23 22:28",380.0
"089-1000094","089-1000209","2016-02-21 14:06",271.0
"089-1000094","089-1000223","2016-01-31 21:34",253.0
"089-1000094","089-1000226","2016-01-29 03:16",329.0
"089-1000094","089-1000358","2016-01-17 06:21",128.0
"089-1000094","089-1000373","2016-01-14 01:53",134.0
"089-1000094","089-1000414","2016-2-12 19:15",281.0
"089-1000094","089-1000450","2016-02-26 13:15",108.0
"089-1000094","089-1000036","2016-2-4 6:33",75.0
"089-1000094","089-1000160","2016-2-11 0:50",27.0
"089-1000094","089-1000194","2016-02-14 14:11",269.0
"089-1000094","089-1000226","2016-01-29 03:16",439.0
"089-1000094","089-1000373","2016-01-14 01:53",144.0
"089-1000094","089-1000325","2016-2-2 4:37",320.0
"089-1000094","089-1000249","2016-01-24 03:51",348.0
"089-1000094","089-1000193","2016-2-5 19:47",451.0
"089-1000095","089-1000130","2016-02-28 23:38",286.0
"089-1000095","089-1000137","2016-01-29 13:11",86.0
"089-1000095","089-1000198","2016-01-23 18:28",30.0
"089-1000095","089-1000209","2016-2-1 4:13",444.0
"089-1000095","089-1000237","2016-02-25 13:24",86.0
"089-1000095","089-1000251","2016-2-1 11:34",33.0
"089-1000095","089-1000347","2016-02-14 07:56",6.0
"089-1000095","089-1000347","2016-1-5 17:48",317.0
"089-1000095","089-1000455","2016-01-28 06:59",302.0
"089-1000095","089-1000030","2016-02-28 21:26",265.0
"089-1000095","089-1000110","2016-01-17 07:07",61.0
"089-1000095","089-1000130","2016-02-28 23:38",4.0
"089-1000095","089-1000137","2016-01-29 13:11",134.0
"089-1000095","089-1000198","2016-01-23 18:28",44.0
"089-1000095","089-1000251","2016-2-1 11:34",78.0
"089-1000095","089-1000110","2016-01-17 07:07",282.0
"089-1000095","089-1000455","2016-01-28 06:59",479.0
"089-1000096","089-1000027","2016-01-19 21:43",301.0
"089-1000096","089-1000061","2016-1-5 3:00",130.0
"089-1000096","089-1000061","2016-1-5 3:00",42.0
"089-1000096","089-1000067","2016-02-22 02:26",137.0
"089-1000096","089-1000071","2016-2-9 1:49",8.0
"089-1000096","089-1000126","2016-2-8 1:49",285.0
"089-1000096","089-1000129","2016-01-14 03:50",107.0
"089-1000096","089-1000129","2016-01-14 03:50",23.0
"089-1000096","089-1000140","2016-01-23 09:17",41.0
"089-1000096","089-1000141","2016-01-14 07:01",368.0
"089-1000096","089-1000181","2016-2-8 23:24",18.0
"089-1000096","089-1000192","2016-02-16 09:19",51.0
"089-1000096","089-1000224","2016-1-5 16:34",166.0
"089-1000096","089-1000241","2016-01-20 18:08",15.0
"089-1000096","089-1000278","2016-02-14 04:37",11.0
"089-1000096","089-1000420","2016-02-15 04:33",152.0
"089-1000096","089-1000446","2016-1-9 4:41",18.0
"089-1000096","089-1000456","2016-1-8 1:21",187.0
"089-1000096","089-1000479","2016-1-2 5:56",64.0
"089-1000096","089-1000061","2016-1-5 3:00",2.0
"089-1000096","089-1000061","2016-1-5 3:00",114.0
"089-1000096","089-1000134","2016-2-10 14:24",50.0
"089-1000096","089-1000141","2016-01-14 07:01",38.0
"089-1000096","089-1000497","2016-01-19 21:11",338.0
"089-1000097","089-1000251","2016-2-1 20:30",228.0
"089-1000097","089-1000318","2016-1-1 14:35",132.0
"089-1000097","089-1000359","2016-02-20 09:08",399.0
"089-1000097","089-1000362","2016-1-8 16:15",162.0
"089-1000097","089-1000494","2016-01-24 04:21",65.0
"089-1000097","089-1000031","2016-02-27 04:42",111.0
"089-1000097","089-1000061","2016-02-18 16:43",11.0
"089-1000097","089-1000080","2016-02-20 21:07",10.0
"089-1000097","089-1000031","2016-02-27 04:42",119.0
"089-1000098","089-1000067","2016-1-11 10:12",66.0
"089-1000098","089-1000085","2016-1-5 10:56",366.0
"089-1000098","089-1000318","2016-01-19 07:41",111.0
"089-1000098","089-1000318","2016-01-19 07:41",32.0
"089-1000098","089-1000346","2016-2-1 21:10",61.0
"089-1000098","089-1000346","2016-2-1 21:10",88.0
"089-1000098","089-1000051","2016-02-21 00:04",296.0
"089-1000098","089-1000067","2016-1-11 10:12",253.0
"089-1000098","089-1000079","2016-01-25 20:49",60.0
"089-1000098","089-1000194","2016-02-27 01:41",8.0
"089-1000098","089-1000070","2016-01-31 19:33",41.0
"089-1000098","089-1000085","2016-1-5 10:56",399.0
"089-1000099","089-1000063","2016-02-21 00:12",20.0
"089-1000099","089-1000099","2016-2-5 5:06",329.0
"089-1000099","089-1000106","2016-2-1 12:23",100.0
"089-1000099","089-1000119","2016-02-15 10:17",436.0
"089-1000099","089-1000181","2016-01-13 03:09",49.0
"089-1000099","089-1000181","2016-01-13 03:09",120.0
"089-1000099","089-1000194","2016-1-5 4:27",57.0
"089-1000099","089-1000204","2016-01-29 08:09",129.0
"089-1000099","089-1000376","2016-1-1 6:40",10.0
"089-1000099","089-1000376","2016-1-1 6:40",70.0
"089-1000099","089-1000454","2016-01-20 22:30",40.0
"089-1000099","089-1000459","2016-2-4 2:23",52.0
"089-1000099","089-1000061","2016-2-12 5:25",174.0
"089-1000099","089-1000072","2016-01-24 03:45",82.0
"089-1000099","089-1000099","2016-2-5 5:06",182.0
"089-1000099","089-1000134","2016-1-11 2:33",383.0
"089-1000099","089-1000194","2016-1-5 4:27",18.0
"089-1000099","089-1000194","2016-1-5 4:27",3.0
"089-1000099","089-1000454","2016-01-20 22:30",298.0
"089-1000099","089-1000119","2016-02-15 10:17",492.0
"089-1000100","089-1000012","2016-01-20 08:45",31.0
"089-1000100","089-1000026","2016-2-8 1:04",31.0
"089-1000100","089-1000031","2016-02-13 22:35",95.0
"089-1000100","089-1000238","2016-01-13 02:32",53.0
"089-1000100","089-1000238","2016-1-7 20:22",132.0
"089-1000100","089-1000270","2016-2-5 19:42",60.0
"089-1000100","089-1000283","2016-2-10 19:02",203.0
"089-1000100","089-1000333","2016-01-22 06:59",143.0
"089-1000100","089-1000344","2016-01-31 12:34",153.0
"089-1000100","089-1000348","2016-01-19 12:48",124.0
"089-1000100","089-1000439","2016-01-18 21:12",26.0
"089-1000100","089-1000473","2016-02-18 05:24",113.0
"089-1000100","089-1000473","2016-02-18 05:24",14.0
"089-1000100","089-1000012","2016-01-20 08:45",279.0
"089-1000100","089-1000026","2016-2-8 1:04",44.0
"089-1000100","089-1000026","2016-2-8 1:04",61.0
"089-1000100","089-1000031","2016-02-13 22:35",95.0
"089-1000100","089-1000065","2016-01-20 07:12",170.0
"089-1000100","089-1000238","2016-1-7 20:22",302.0
"089-1000100","089-1000291","2016-02-19 05:23",182.0
"089-1000100","089-1000405","2016-02-26 11:17",321.0
"089-1000100","089-1000026","2016-2-8 1:04",82.0
"089-1000101","089-1000090","2016-1-7 20:49",186.0
"089-1000101","089-1000111","2016-02-17 02:30",120.0
"089-1000101","089-1000163","2016-1-3 20:35",338.0
"089-1000101","089-1000198","2016-02-16 09:06",6.0
"089-1000101","089-1000262","2016-1-10 8:11",27.0
"089-1000101","089-1000368","2016-02-15 02:06",119.0
"089-1000101","089-1000372","2016-02-25 08:32",422.0
"089-1000101","089-1000461","2016-01-20 08:39",172.0
"089-1000101","089-1000056","2016-02-19 13:10",172.0
"089-1000101","089-1000111","2016-02-17 02:30",147.0
"089-1000101","089-1000122","2016-1-2 6:09",356.0
"089-1000101","089-1000198","2016-02-16 09:06",15.0
"089-1000101","089-1000090","2016-1-7 20:49",245.0
"089-1000102","089-1000021","2016-1-6 4:45",172.0
"089-1000102","089-1000037","2016-01-21 05:07",44.0
"089-1000102","089-1000156","2016-2-7 15:10",250.0
"089-1000102","089-1000202","2016-2-1 4:12",357.0
"089-1000102","089-1000208","2016-01-29 07:44",30.0
"089-1000102","089-1000264","2016-01-28 19:21",31.0
"089-1000102","089-1000311","2016-01-17 16:31",35.0
"089-1000102","089-1000311","2016-01-17 16:31",7.0
"089-1000102","089-1000329","2016-1-7 12:44",90.0
"089-1000102","089-1000428","2016-01-14 12:54",75.0
"089-1000102","089-1000443","2016-01-20 21:03",49.0
"089-1000102","089-1000443","2016-01-20 21:03",103.0
"089-1000102","089-1000021","2016-1-6 4:45",27.0
"089-1000102","089-1000150","2016-1-9 22:35",123.0
"089-1000102","089-1000156","2016-2-7 15:10",584.0
"089-1000102","089-1000332","2016-1-12 5:44",42.0
"089-1000102","089-1000311","2016-01-17 16:31",43.0
"089-1000102","089-1000500","2016-01-22 15:28",501.0
"089-1000103","089-1000055","2016-02-20 13:16",182.0
"089-1000103","089-1000058","2016-2-3 13:45",457.0
"089-1000103","089-1000131","2016-02-22 03:59",208.0
"089-1000103","089-1000133","2016-2-4 7:42",158.0
"089-1000103","089-1000175","2016-02-20 05:48",76.0
"089-1000103","089-1000463","2016-1-3 23:33",57.0
"089-1000103","089-1000471","2016-02-14 03:40",183.0
"089-1000103","089-1000055","2016-02-20 13:16",118.0
"089-1000103","089-1000077","2016-1-6 9:47",292.0
"089-1000103","089-1000175","2016-02-20 05:48",30.0
"089-1000103","089-1000175","2016-02-20 05:48",105.0
"089-1000104","089-1000010","2016-01-21 06:03",418.0
"089-1000104","089-1000013","2016-1-2 8:56",194.0
"089-1000104","089-1000015","2016-2-4 13:09",61.0
"089-1000104","089-1000105","2016-01-29 04:13",176.0
"089-1000104","089-1000177","2016-01-24 14:57",224.0
"089-1000104","089-1000199","2016-01-15 11:01",553.0
"089-1000104","089-1000273","2016-2-6 13:27",351.0
"089-1000104","089-1000290","2016-1-1 13:44",11.0
"089-1000104","089-1000293","2016-1-4 10:02",299.0
"089-1000104","089-1000315","2016-1-3 15:25",11.0
"089-1000104","089-1000315","2016-1-3 15:25",84.0
"089-1000104","089-1000466","2016-01-29 18:28",75.0
"089-1000104","089-1000466","2016-01-29 18:28",55.0
"089-1000104","089-1000482","2016-01-15 00:46",87.0
"089-1000104","089-1000005","2016-1-5 12:06",138.0
"089-1000104","089-1000013","2016-1-2 8:56",279.0
"089-1000104","089-1000015","2016-2-4 13:09",20.0
"089-1000104","089-1000023","2016-02-23 08:58",509.0
"089-1000104","089-1000177","2016-01-24 14:57",107.0
"089-1000104","089-1000303","2016-2-8 18:32",500.0
"089-1000105","089-1000039","2016-2-8 1:39",122.0
"089-1000105","089-1000172","2016-01-17 18:36",87.0
"089-1000105","089-1000211","2016-2-4 0:41",22.0
"089-1000105","089-1000211","2016-2-4 0:41",12.0
"089-1000105","089-1000370","2016-02-16 19:34",82.0
"089-1000105","089-1000370","2016-02-16 19:34",24.0
"089-1000105","089-1000374","2016-01-24 10:48",33.0
"089-1000105","089-1000393","2016-2-5 2:56",528.0
"089-1000105","089-1000461","2016-2-4 15:02",24.0
"089-1000105","089-1000463","2016-2-10 12:47",165.0
"089-1000105","089-1000039","2016-2-8 1:39",17.0
"089-1000105","089-1000172","2016-01-17 18:36",137.0
"089-1000106","089-1000035","2016-02-18 03:02",215.0
"089-1000106","089-1000101","2016-01-26 09:20",269.0
"089-1000106","089-1000181","2016-02-17 17:42",148.0
"089-1000106","089-1000183","2016-1-10 11:03",552.0
"089-1000106","089-1000261","2016-01-13 18:19",7.0
"089-1000106","089-1000287","2016-01-24 12:44",162.0
"089-1000106","089-1000377","2016-2-9 18:23",73.0
"089-1000106","089-1000399","2016-2-5 3:34",26.0
"089-1000106","089-1000416","2016-02-19 13:02",27.0
"089-1000106","089-1000416","2016-02-19 13:02",45.0
"089-1000106","089-1000052","2016-1-5 5:23",9.0
"089-1000106","089-1000081","2016-02-15 21:50",99.0
"089-1000106","089-1000101","2016-01-26 09:20",316.0
"089-1000106","089-1000101","2016-2-2 8:58",88.0
"089-1000106","089-1000136","2016-02-28 13:08",347.0
"089-1000106","089-1000181","2016-02-17 17:42",157.0
"089-1000106","089-1000183","2016-1-10 11:03",516.0
"089-1000106","089-1000186","2016-1-9 3:08",124.0
"089-1000106","089-1000377","2016-2-9 18:23",98.0
"089-1000106","089-1000244","2016-1-11 12:02",390.0
"089-1000107","089-1000027","2016-1-1 14:40",47.0
"089-1000107","089-1000041","2016-01-27 14:31",315.0
"089-1000107","089-1000079","2016-2-5 22:30",176.0
"089-1000107","089-1000236","2016-2-4 14:15",61.0
"089-1000107","089-1000301","2016-02-28 08:45",288.0
"089-1000107","089-1000392","2016-02-23 03:06",234.0
"089-1000107","089-1000401","2016-01-28 10:02",263.0
"089-1000107","089-1000491","2016-2-3 23:12",10.0
"089-1000107","089-1000447","2016-01-22 03:37",530.0
"089-1000108","089-1000259","2016-02-26 13:20",112.0
"089-1000108","089-1000259","2016-02-26 13:20",21.0
"089-1000108","089-1000260","2016-1-9 7:48",47.0
"089-1000108","089-1000337","2016-1-5 20:33",91.0
"089-1000108","089-1000403","2016-01-14 13:44",38.0
"089-1000108","089-1000422","2016-02-19 22:02",104.0
"089-1000108","089-1000476","2016-01-25 01:43",227.0
"089-1000108","089-1000495","2016-01-15 15:19",434.0
"089-1000108","089-1000112","2016-01-26 23:16",2.0
"089-1000108","089-1000132","2016-2-10 18:47",186.0
"089-1000108","089-1000476","2016-01-25 01:43",276.0
"089-1000109","089-1000027","2016-1-6 1:15",122.0
"089-1000109","089-1000069","2016-01-30 03:01",72.0
"089-1000109","089-1000069","2016-01-30 03:01",67.0
"089-1000109","089-1000126","2016-01-13 12:34",235.0
"089-1000109","089-1000133","2016-02-22 05:19",66.0
"089-1000109","089-1000367","2016-1-10 18:14",215.0
"089-1000109","089-1000385","2016-02-24 05:03",145.0
"089-1000109","089-1000480","2016-1-6 16:53",38.0
"089-1000109","089-1000480","2016-1-6 16:53",56.0
"089-1000109","089-1000487","2016-02-24 21:53",15.0
"089-1000109","089-1000490","2016-02-13 10:16",27.0
"089-1000109","089-1000027","2016-1-6 1:15",140.0
"089-1000109","089-1000110","2016-2-11 18:58",99.0
"089-1000109","089-1000112","2016-02-22 12:11",29.0
"089-1000109","089-1000124","2016-02-13 02:55",175.0
"089-1000109","089-1000133","2016-02-22 05:19",62.0
"089-1000109","089-1000133","2016-02-22 05:19",51.0
"089-1000109","089-1000136","2016-1-4 21:13",172.0
"089-1000109","089-1000166","2016-01-27 12:01",1.0
"089-1000110","089-1000028","2016-02-14 18:51",43.0
"089-1000110","089-1000214","2016-1-12 19:29",137.0
"089-1000110","089-1000238","2016-1-9 9:16",112.0
"089-1000110","089-1000242","2016-02-17 02:51",273.0
"089-1000110","089-1000282","2016-02-27 06:05",79.0
"089-1000110","089-1000345","2016-1-6 23:06",97.0
"089-1000110","089-1000345","2016-1-6 23:06",68.0
"089-1000110","089-1000362","2016-02-20 09:58",29.0
"089-1000110","089-1000362","2016-02-20 09:58",56.0
"089-1000110","089-1000363","2016-2-10 15:35",104.0
"089-1000110","089-1000370","2016-02-13 00:33",61.0
"089-1000110","089-1000372","2016-01-17 09:01",7.0
"089-1000110","089-1000382","2016-02-29 05:06",205.0
"089-1000110","089-1000401","2016-2-3 5:09",83.0
"089-1000110","089-1000409","2016-2-11 5:48",91.0
"089-1000110","089-1000409","2016-2-11 5:48",108.0
"089-1000110","089-1000429","2016-1-4 7:01",244.0
"089-1000110","089-1000472","2016-01-21 03:21",67.0
"089-1000110","089-1000042","2016-02-21 22:39",210.0
"089-1000110","089-1000345","2016-1-6 23:06",124.0
"089-1000110","089-1000440","2016-2-3 9:20",50.0
"089-1000111","089-1000007","2016-2-4 3:10",249.0
"089-1000111","089-1000009","2016-2-8 14:23",91.0
"089-1000111","089-1000094","2016-2-5 12:38",57.0
"089-1000111","089-1000124","2016-01-15 17:26",57.0
"089-1000111","089-1000124","2016-01-15 17:26",2.0
"089-1000111","089-1000140","2016-1-4 22:07",72.0
"089-1000111","089-1000214","2016-02-19 21:51",8.0
"089-1000111","089-1000254","2016-2-5 7:19",17.0
"089-1000111","089-1000389","2016-02-27 20:23",13.0
"089-1000111","089-1000419","2016-02-15 18:47",127.0
"089-1000111","089-1000420","2016-01-29 02:39",327.0
"089-1000111","089-1000009","2016-2-8 14:23",120.0
"089-1000111","089-1000094","2016-2-5 12:38",261.0
"089-1000111","089-1000124","2016-01-15 17:26",4.0
"089-1000111","089-1000140","2016-1-4 22:07",95.0
"089-1000112","089-1000004","2016-01-23 22:21",124.0
"089-1000112","089-1000045","2016-02-17 13:30",134.0
"089-1000112","089-1000053","2016-01-27 09:25",22.0
"089-1000112","089-1000053","2016-01-27 09:25",20.0
"089-1000112","089-1000058","2016-02-17 03:39",29.0
"089-1000112","089-1000089","2016-01-16 02:39",40.0
"089-1000112","089-1000186","2016-02-26 08:31",110.0
"089-1000112","089-1000192","2016-02-27 20:08",19.0
"089-1000112","089-1000217","2016-1-2 4:07",4.0
"089-1000112","089-1000251","2016-2-6 16:12",80.0
"089-1000112","089-1000271","2016-1-3 10:18",317.0
"089-1000112","089-1000281","2016-02-18 21:57",67.0
"089-1000112","089-1000320","2016-02-23 10:25",92.0
"089-1000112","089-1000332","2016-2-4 16:17",37.0
"089-1000112","089-1000350","2016-01-23 14:17",18.0
"089-1000112","089-1000350","2016-01-23 14:17",32.0
"089-1000112","089-1000004","2016-01-23 22:21",77.0
"089-1000112","089-1000004","2016-01-23 22:21",43.0
"089-1000112","089-1000053","2016-01-27 09:25",12.0
"089-1000112","089-1000058","2016-02-17 03:39",23.0
"089-1000112","089-1000070","2016-02-13 10:05",163.0
"089-1000112","089-1000110","2016-02-25 12:32",79.0
"089-1000112","089-1000173","2016-01-16 04:21",358.0
"089-1000112","089-1000281","2016-02-18 21:57",323.0
"089-1000112","089-1000136","2016-2-12 0:18",124.0
"089-1000112","089-1000058","2016-02-17 03:39",90.0
"089-1000113","089-1000059","2016-02-23 10:32",34.0
"089-1000113","089-1000068","2016-2-10 4:06",271.0
"089-1000113","089-1000279","2016-01-29 01:03",59.0
"089-1000113","089-1000290","2016-02-24 03:53",85.0
"089-1000113","089-1000301","2016-2-11 10:52",14.0
"089-1000113","089-1000324","2016-1-2 20:04",27.0
"089-1000113","089-1000324","2016-1-2 20:04",8.0
"089-1000113","089-1000381","2016-02-23 15:25",81.0
"089-1000113","089-1000424","2016-01-19 15:25",168.0
"089-1000113","089-1000428","2016-2-7 4:31",148.0
"089-1000113","089-1000433","2016-1-4 8:28",464.0
"089-1000113","089-1000475","2016-01-23 23:04",149.0
"089-1000113","089-1000476","2016-01-22 21:41",265.0
"089-1000113","089-1000056","2016-1-6 11:11",418.0
"089-1000113","089-1000068","2016-2-10 4:06",72.0
"089-1000113","089-1000082","2016-01-24 02:32",465.0
"089-1000113","089-1000056","2016-1-6 11:11",508.0
"089-1000113","089-1000467","2016-01-22 06:45",212.0
"089-1000113","089-1000424","2016-01-19 15:25",182.0
"089-1000114","089-1000123","2016-01-16 03:10",18.0
"089-1000114","089-1000229","2016-02-17 13:20",195.0
"089-1000114","089-1000349","2016-1-6 7:51",15.0
"089-1000114","089-1000376","2016-02-26 14:29",30.0
"089-1000114","089-1000039","2016-02-17 07:50",66.0
"089-1000114","089-1000096","2016-02-18 05:20",5.0
"089-1000114","089-1000096","2016-02-18 05:20",6.0
"089-1000114","089-1000123","2016-01-16 03:10",22.0
"089-1000114","089-1000123","2016-01-16 03:10",7.0
"089-1000114","089-1000179","2016-01-27 03:24",149.0
"089-1000114","089-1000224","2016-2-12 4:48",191.0
"089-1000115","089-1000020","2016-1-12 17:48",238.0
"089-1000115","089-1000043","2016-2-10 20:56",3.0
"089-1000115","089-1000068","2016-02-20 07:15",62.0
"089-1000115","089-1000096","2016-1-6 7:40",59.0
"089-1000115","089-1000211","2016-2-8 10:22",61.0
"089-1000115","089-1000286","2016-02-23 02:11",50.0
"089-1000115","089-1000302","2016-02-28 21:27",350.0
"089-1000115","089-1000339","2016-02-26 18:41",18.0
"089-1000115","089-1000342","2016-01-27 06:54",38.0
"089-1000115","089-1000342","2016-01-27 06:54",22.0
"089-1000115","089-1000417","2016-2-4 0:30",69.0
"089-1000115","089-1000043","2016-2-10 20:56",101.0
"089-1000115","089-1000068","2016-02-20 07:15",2.0
"089-1000115","089-1000092","2016-02-23 07:39",17.0
"089-1000115","089-1000096","2016-1-6 7:40",236.0
"089-1000115","089-1000160","2016-01-31 04:00",102.0
"089-1000115","089-1000165","2016-2-6 18:49",155.0
"089-1000115","089-1000020","2016-1-12 17:48",339.0
"089-1000116","089-1000075","2016-2-8 5:07",518.0
"089-1000116","089-1000118","2016-2-4 23:54",88.0
"089-1000116","089-1000135","2016-1-10 13:16",201.0
"089-1000116","089-1000237","2016-01-18 20:31",261.0
"089-1000116","089-1000313","2016-01-19 20:04",336.0
"089-1000116","089-1000324","2016-2-3 5:37",79.0
"089-1000116","089-1000381","2016-1-2 4:52",279.0
"089-1000116","089-1000386","2016-01-30 20:05",268.0
"089-1000116","089-1000467","2016-02-15 22:09",400.0
"089-1000116","089-1000473","2016-02-15 20:20",300.0
"089-1000116","089-1000492","2016-02-22 07:41",151.0
"089-1000116","089-1000045","2016-2-11 9:34",308.0
"089-1000116","089-1000097","2016-01-16 23:30",101.0
"089-1000116","089-1000097","2016-01-16 23:30",115.0
"089-1000116","089-1000135","2016-1-10 13:16",275.0
"089-1000116","089-1000386","2016-01-30 20:05",395.0
"089-1000117","089-1000042","2016-02-17 10:14",52.0
"089-1000117","089-1000119","2016-2-10 8:25",140.0
"089-1000117","089-1000124","2016-2-11 23:10",154.0
"089-1000117","089-1000225","2016-1-12 5:53",4.0
"089-1000117","089-1000320","2016-2-5 11:37",158.0
"089-1000117","089-1000334","2016-01-31 19:09",47.0
"089-1000117","089-1000410","2016-02-24 12:28",31.0
"089-1000117","089-1000410","2016-02-24 12:28",34.0
"089-1000117","089-1000414","2016-01-13 18:11",29.0
"089-1000117","089-1000429","2016-1-6 18:07",141.0
"089-1000117","089-1000431","2016-1-4 1:03",26.0
"089-1000117","089-1000431","2016-1-4 1:03",53.0
"089-1000117","089-1000489","2016-02-18 22:09",33.0
"089-1000117","089-1000042","2016-1-3 9:46",131.0
"089-1000117","089-1000042","2016-02-17 10:14",43.0
"089-1000117","089-1000119","2016-2-10 8:25",67.0
"089-1000117","089-1000124","2016-2-11 23:10",142.0
"089-1000117","089-1000144","2016-1-7 21:16",512.0
"089-1000117","089-1000144","2016-1-7 21:16",556.0
"089-1000117","089-1000431","2016-1-4 1:03",159.0
"089-1000117","089-1000334","2016-01-31 19:09",104.0
"089-1000117","089-1000042","2016-02-17 10:14",190.0
"089-1000118","089-1000033","2016-02-13 15:18",395.0
"089-1000118","089-1000037","2016-2-6 8:28",11.0
"089-1000118","089-1000060","2016-02-27 16:00",147.0
"089-1000118","089-1000078","2016-1-4 15:10",342.0
"089-1000118","089-1000097","2016-02-25 05:29",34.0
"089-1000118","089-1000117","2016-2-11 0:27",45.0
"089-1000118","089-1000139","2016-01-22 00:39",482.0
"089-1000118","089-1000158","2016-02-26 10:26",337.0
"089-1000118","089-1000241","2016-2-4 0:33",416.0
"089-1000118","089-1000370","2016-02-23 12:03",99.0
"089-1000118","089-1000449","2016-02-16 10:59",312.0
"089-1000118","089-1000468","2016-02-20 21:39",129.0
"089-1000118","089-1000492","2016-1-6 2:49",379.0
"089-1000118","089-1000076","2016-2-5 4:15",139.0
"089-1000118","089-1000139","2016-01-22 00:39",409.0
"089-1000118","089-1000146","2016-02-21 19:26",56.0
"089-1000118","089-1000158","2016-02-26 10:26",167.0
"089-1000118","089-1000192","2016-02-29 08:20",85.0
"089-1000118","089-1000139","2016-01-22 00:39",487.0
"089-1000118","089-1000078","2016-1-4 15:10",395.0
"089-1000119","089-1000117","2016-2-11 18:48",111.0
"089-1000119","089-1000117","2016-2-11 18:48",21.0
"089-1000119","089-1000264","2016-01-15 00:35",4.0
"089-1000119","089-1000396","2016-01-22 03:09",83.0
"089-1000119","089-1000475","2016-1-6 22:06",72.0
"089-1000119","089-1000483","2016-2-10 13:22",250.0
"089-1000119","089-1000016","2016-1-4 1:05",282.0
"089-1000119","089-1000071","2016-01-14 00:45",65.0
"089-1000119","089-1000016","2016-1-4 1:05",331.0
"089-1000119","089-1000483","2016-2-10 13:22",503.0
"089-1000120","089-1000037","2016-02-24 08:13",144.0
"089-1000120","089-1000072","2016-01-17 10:39",163.0
"089-1000120","089-1000131","2016-1-12 22:59",74.0
"089-1000120","089-1000251","2016-02-26 12:59",31.0
"089-1000120","089-1000268","2016-02-25 12:44",310.0
"089-1000120","089-1000294","2016-01-23 07:48",46.0
"089-1000120","089-1000294","2016-01-23 07:48",11.0
"089-1000120","089-1000341","2016-01-23 12:54",229.0
"089-1000120","089-1000394","2016-2-11 8:09",173.0
"089-1000120","089-1000037","2016-02-24 08:13",101.0
"089-1000120","089-1000037","2016-02-24 08:13",150.0
"089-1000120","089-1000106","2016-1-11 23:25",353.0
"089-1000120","089-1000108","2016-2-7 8:03",24.0
"089-1000120","089-1000135","2016-02-20 06:13",79.0
"089-1000120","089-1000224","2016-02-20 13:17",359.0
"089-1000120","089-1000230","2016-02-21 16:49",17.0
"089-1000120","089-1000369","2016-2-11 0:40",436.0
"089-1000121","089-1000044","2016-1-7 14:53",27.0
"089-1000121","089-1000051","2016-02-18 10:42",75.0
"089-1000121","089-1000130","2016-1-12 10:50",99.0
"089-1000121","089-1000200","2016-1-11 15:29",27.0
"089-1000121","089-1000278","2016-1-3 19:50",119.0
"089-1000121","089-1000311","2016-02-21 18:58",18.0
"089-1000121","089-1000311","2016-02-21 18:58",12.0
"089-1000121","089-1000384","2016-2-6 10:47",125.0
"089-1000121","089-1000418","2016-02-18 03:28",71.0
"089-1000121","089-1000044","2016-1-7 14:53",32.0
"089-1000121","089-1000152","2016-02-16 08:33",148.0
"089-1000121","089-1000311","2016-02-21 18:58",75.0
"089-1000121","089-1000418","2016-01-20 06:53",206.0
"089-1000121","089-1000359","2016-01-31 11:11",245.0
"089-1000122","089-1000050","2016-1-9 12:10",420.0
"089-1000122","089-1000084","2016-02-27 07:12",230.0
"089-1000122","089-1000094","2016-01-16 22:28",43.0
"089-1000122","089-1000100","2016-01-20 13:07",26.0
"089-1000122","089-1000100","2016-01-20 13:07",29.0
"089-1000122","089-1000160","2016-02-28 08:20",344.0
"089-1000122","089-1000171","2016-2-6 4:45",203.0
"089-1000122","089-1000185","2016-1-3 8:19",173.0
"089-1000122","089-1000219","2016-02-20 21:32",8.0
"089-1000122","089-1000219","2016-02-20 21:32",4.0
"089-1000122","089-1000330","2016-01-23 14:23",23.0
"089-1000122","089-1000330","2016-01-23 14:23",7.0
"089-1000122","089-1000345","2016-02-22 23:29",231.0
"089-1000122","089-1000100","2016-01-20 13:07",38.0
"089-1000122","089-1000100","2016-1-6 7:40",161.0
"089-1000122","089-1000126","2016-1-8 22:55",257.0
"089-1000122","089-1000171","2016-2-6 4:45",183.0
"089-1000122","089-1000185","2016-1-3 8:19",421.0
"089-1000123","089-1000043","2016-02-13 04:02",114.0
"089-1000123","089-1000166","2016-01-14 05:07",23.0
"089-1000123","089-1000253","2016-2-10 2:17",157.0
"089-1000123","089-1000292","2016-2-11 11:27",158.0
"089-1000123","089-1000317","2016-1-1 11:47",32.0
"089-1000123","089-1000317","2016-1-1 11:47",47.0
"089-1000123","089-1000340","2016-1-11 20:02",114.0
"089-1000123","089-1000382","2016-02-21 03:02",130.0
"089-1000123","089-1000429","2016-01-16 16:42",16.0
"089-1000123","089-1000012","2016-01-18 22:02",16.0
"089-1000123","089-1000030","2016-1-5 3:08",94.0
"089-1000123","089-1000043","2016-02-13 04:02",7.0
"089-1000123","089-1000165","2016-2-8 1:15",128.0
"089-1000123","089-1000166","2016-01-14 05:07",301.0
"089-1000123","089-1000382","2016-02-21 03:02",336.0
"089-1000123","089-1000317","2016-1-1 11:47",104.0
"089-1000123","089-1000030","2016-1-5 3:08",179.0
"089-1000123","089-1000429","2016-01-16 16:42",109.0
